no,timeline,subtittle,text,xW-s3IWKWDA
1,2:01,are you ready to rumble,
2,2:08,today we are facing off saddling versus fauna who will have the superior food,
3,2:15,opinion it is the most important question in the world people debate all kinds of things but i,
4,2:22,know you all want to know which dessert belongs in the s tier the,
5,2:29,eight here the b tier the c's here the d tier and the forbidden,
6,2:35,[Applause],
7,2:46,wow suddenly the microphone sounds so clear wow,
8,2:51,hello everyone welcome welcome \ntoday yes\ndid i make my mind too loud ,
9,2:58,i don't know okay \nhello today we are ranking more foods ,
10,3:06,this time we are ranking desserts\nwill this be more or less contentious than the fruit and vegetable tierlist,contentious - 논쟁의
11,3:13,i don't know\ni mean people like desserts\ni like desserts desserts are pretty yummy ,
12,3:20,all across the board\num a few caveats\nfirst of all,caveats - 주의사항
13,3:27,the grades have been normalized\nwe are grading on a curve,
14,3:32,because in truth there is no bad dessert well,
15,3:38,there are few bad desserts\nyou know it's all\nit's all fatty sugar,
16,3:45,delicious horrible for you\neverybody loves it,
17,3:51,so consider it this way\nyou know it's an f tier but that might not mean it's bad,
18,3:57,it just means it's f relative to all the other desserts out there,
19,4:02,second caveat\nyou know i don't know,
20,4:03,if i want to do coffees because i feel like it makes less fun right\nwe're all here to scream at each other anyway,
21,4:10,um this is just my opinion it's not based on any science it is,
22,4:17,purely based on how i feel in the moment but you know what who cares about that,
23,4:23,right who cares who cares if it's my opinion you can have a wrong opinion about,cares -  신경쓰다\n긍정적인 의미 말고도 쓰임
24,4:30,desserts and i'm sure we're going to figure that out today,
25,4:35,you don't like carrot cake i'm sorry i cannot agree with that as a person that,
26,4:40,must be you are incorrect your opinion is wrong your subjective,
27,4:46,experience of enjoying foods is wrong,
28,4:51,um anyway third caveat\nuh do not judge based on the photos here,
29,4:57,because i have once again \ncurated a copyright free cheerleader made by yours ,
30,5:03,truly except this time check it out we have a bonus i've written the names,
31,5:11,of the desserts because it gets confusing so the names are all there,
32,5:17,um not every dessert is on this list because well,
33,5:23,it's it's just not i don't feel qualified to rank every dessert so i just picked some that i'm,
34,5:30,familiar with we've got a quite a big variety here though we'll cover cover some bases i'm sorry if i'm not,
35,5:37,ranking your favorite dessert um it's probably for the better so that i don't accidentally put it in the f tier and,
36,5:42,then you have to cancel your membership um because the pictures might be wacky,
37,5:49,because they're all from royalty free websites which i want to tell you something really funny about these,
38,5:54,websites so there are a lot of stock image websites i'm sure you're all familiar,
39,6:00,with them like perhaps you know i stock yes but that costs money,
40,6:06,and i mean i could sometimes it's like 30 dollars an image and i have over 40,
41,6:12,images here that's a lot of money for making a silly tear list so you know,
42,6:18,i go on the free ones the free ones they cost no money but i,
43,6:24,realized something crazy about the free websites so when you're searching for,
44,6:29,your stock image like for example i was searching for a black and white cookie because i needed to include it for,
45,6:35,reasons um i could not find any free stock images,
46,6:41,of black and wine cookies there were none but these websites are so tricky because,
47,6:48,they will display within the search the search results suddenly you'll see a,
48,6:55,bunch of amazing stock images like way better high quality they're not weirdly,
49,7:00,artsy like a lot of these talk images are it's just the food on a white,
50,7:06,background and you think oh my god that's the perfect photo i've been looking for that stock photo and then,
51,7:12,you realize it's an advertisement for i stock they place advertisements for,
52,7:18,better stock photos within the search results of the the free stock photos,
53,7:24,that's how they get you so you see all these random artsy photos,
54,7:30,and then amongst the rabble is the glorious premium stock photos and you,
55,7:36,just see what you're missing out on i thought that was pretty funny [Music],
56,7:42,it is pretty genius you would think there would be competitors with eyestock or something but,
57,7:48,i don't know i guess they worked out a deal,
58,7:53,anyway those are my caveats now we can proceed to yell at each other,
59,7:59,for the next however long it takes to go through these i have like 43 i think,
60,8:07,oh we have another caveat actually um down here at the bottom,
61,8:13,there is some breakfast items well quote unquote breakfast items,
62,8:20,i debated on whether or not i should include them because then i was like well maybe i'll do a breakfast,
63,8:25,list at some point but i don't know i feel like these are sweet enough i mean truly they are desserts,
64,8:32,they are desserts you can call them breakfast but that doesn't make it any healthier it is dessert,
65,8:39,now i'm not going to judge you if you eat it for breakfast i've eaten many things on this list for breakfast,
66,8:45,including cake you know it happens i'm not going to judge you but,
67,8:50,i think you know we have to be honest with ourselves,
68,8:55,french toast it's dessert it can also be breakfast but it's,
69,9:02,dessert um anyway anyway,
70,9:08,let's get started i suppose,
71,9:15,now we're starting off pretty strong with number one perhaps the most iconic,
72,9:21,desserts one of them the most iconic cookie probably,
73,9:26,chocolate chip cookies um i don't want to put them in the s here,
74,9:33,because they're kind of basic but i love chocolate chip cookies they're not my favorite cookie but,
75,9:40,they're probably my second favorite cookie and they're delicious especially when done well i love the chewy ones,
76,9:47,the most ah i don't know i do feel like maybe,
77,9:53,it's i don't know we might have too many in the s here because it's dessert and it's delicious but,
78,9:59,i'm gonna put them in s because they're they're iconic you know i feel like they have paved the way for other cookies to,
79,10:06,exist we have to give the chocolate chip cookies the respect that they deserve,
80,10:14,and you know you could probably say the same about our next contender cheesecake,
81,10:19,also way another thing it took me so long to put the words on here,
82,10:24,i don't know how it took so long to create my copyright free tier list i,
83,10:31,just wanted to tell you that that i worked really hard before you type your angry comment just remember,
84,10:38,that i spent so many hours painstakingly putting subtitles on all,
85,10:43,of these anyway okay um cheesecake i used to like cheesecake a lot more,
86,10:50,than i like it now wait there's another caveat actually um,
87,10:55,i am a vegan i know i know i know i know,
88,11:02,but there are vegan versions of most of these desserts i like to bake myself too anyway um but i think i like cheesecake,
89,11:11,more when you know i wasn't vegan well you know i guess since i'm a kieran,
90,11:17,i've always been her before but my my edgy edgy rebellious years when i,
91,11:23,did eat meat and dairy i think maybe i liked it more than maybe vegan cheesecakes are just different,
92,11:30,i don't know i'm quite picky when it comes to desserts so i don't know i haven't been that impressed by any vegan,
93,11:36,cheesecakes i've had i don't know i've just changed and they're very rich you know,
94,11:43,very very rich huh so for me,
95,11:50,honestly i would put it in i don't know if it goes in the seat here because they're still pretty good,
96,11:57,b or c for me i might put it in the seat here c for cheesecake,
97,12:08,okay okay now to distract you from this crime of commitment against cheesecake,
98,12:13,um apple pie so i love,
99,12:20,pastries i think pastries are the best dessert,
100,12:25,and i think an apple pie counts as pastry because it has the flaky crust and then the sweet filling,
101,12:32,it's the perfect dessert it's perfect although it might not be used here but it's perfect,
102,12:38,i think it goes in the eights here probably i love the pies and pastries the most so,
103,12:46,you're gonna see a lot of them up here i do recognize though that apple pie so a lot of these desserts are carried,
104,12:53,by their accompaniment an apple pie definitely gets carried a little bit by,
105,12:59,ice cream like without the ice cream it's not quite as good and i do think,
106,13:04,that you know you have to take that into consideration [Music] you could say the same chocolate chip,
107,13:10,cookies like they're getting carried by ice cream if you need an ice cream sandwich or i didn't put an ice cream,
108,13:15,sandwich i should have put those or the glass of milk oh my gosh i used to,
109,13:22,not be a milk drinker but recently i've been drinking a lot of oat milk because it's,
110,13:29,so yummy um and i recently had,
111,13:34,i like never drank milk with cookies i don't know why though because i recently,
112,13:39,tried it i had a glass of milk with a chocolate chip cookie for probably the first time since i was,
113,13:45,a child and it was so good perfect pairing,
114,13:51,there's a reason why everyone everyone likes them together,
115,13:59,yeah oat milk is so good i like oatley not sponsored but,
116,14:05,otoli if you want to sponsor me i love your all of your products,
